province,region_code,typology,office,office_no
KwaZulu-Natal,N0ES0413,Urban,SGPMB,3
KwaZulu-Natal,N0GV0174,Urban,SGPMB,3
KwaZulu-Natal,N0FT0173,Urban,SGPMB,3
KwaZulu-Natal,N0HS0679,Urban,SGPMB,3
KwaZulu-Natal,N0FT0422,Urban,SGPMB,3
KwaZulu-Natal,N0FT0537,Urban,SGPMB,3
KwaZulu-Natal,N0FT0536,Urban,SGPMB,3
KwaZulu-Natal,N0FT0535,Urban,SGPMB,3
KwaZulu-Natal,N0FT0534,Urban,SGPMB,3
KwaZulu-Natal,N0FT0533,Urban,SGPMB,3
KwaZulu-Natal,N0FT0532,Urban,SGPMB,3
KwaZulu-Natal,N0FT0454,Urban,SGPMB,3
KwaZulu-Natal,N0FT0531,Urban,SGPMB,3
KwaZulu-Natal,N0FU0530,Urban,SGPMB,3
KwaZulu-Natal,N0FT0529,Urban,SGPMB,3
KwaZulu-Natal,N0FT0528,Urban,SGPMB,3
KwaZulu-Natal,N0FT0527,Urban,SGPMB,3
KwaZulu-Natal,N0FT0526,Urban,SGPMB,3
KwaZulu-Natal,N0FT0525,Urban,SGPMB,3
KwaZulu-Natal,N0ET0639,Urban,SGPMB,3
KwaZulu-Natal,N0ET0547,Urban,SGPMB,3
KwaZulu-Natal,N0FT0172,Urban,SGPMB,3
KwaZulu-Natal,N0FT0546,Urban,SGPMB,3
KwaZulu-Natal,N0FT0659,Urban,SGPMB,3
KwaZulu-Natal,N0FT0477,Urban,SGPMB,3
KwaZulu-Natal,N0FT0702,Urban,SGPMB,3
KwaZulu-Natal,N0FT0476,Urban,SGPMB,3
KwaZulu-Natal,N0FT0475,Urban,SGPMB,3
KwaZulu-Natal,N0FT0479,Urban,SGPMB,3
KwaZulu-Natal,N0FT0474,Urban,SGPMB,3
KwaZulu-Natal,N0FT0473,Urban,SGPMB,3
KwaZulu-Natal,N0FT0472,Urban,SGPMB,3
KwaZulu-Natal,N0FT0471,Urban,SGPMB,3
KwaZulu-Natal,N0FT0470,Urban,SGPMB,3
KwaZulu-Natal,N0FT0469,Urban,SGPMB,3
KwaZulu-Natal,N0FT0468,Urban,SGPMB,3
KwaZulu-Natal,N0FT0478,Urban,SGPMB,3
KwaZulu-Natal,N0FT0467,Urban,SGPMB,3
KwaZulu-Natal,N0FT0466,Urban,SGPMB,3
KwaZulu-Natal,N0FT0170,Urban,SGPMB,3
KwaZulu-Natal,N0GU0169,Urban,SGPMB,3
KwaZulu-Natal,N0FU0168,Urban,SGPMB,3
KwaZulu-Natal,N0GT0167,Urban,SGPMB,3
KwaZulu-Natal,N0FT0350,Urban,SGPMB,3
KwaZulu-Natal,N0ES0249,Urban,SGPMB,3
KwaZulu-Natal,N0FT0248,Urban,SGPMB,3
KwaZulu-Natal,N0GS0689,Urban,SGPMB,3
KwaZulu-Natal,N0FT0425,Urban,SGPMB,3
KwaZulu-Natal,N0HT0424,Urban,SGPMB,3
KwaZulu-Natal,N0FT0164,Urban,SGPMB,3
KwaZulu-Natal,N0ET0163,Urban,SGPMB,3
KwaZulu-Natal,N0HS0678,Urban,SGPMB,3
KwaZulu-Natal,N0GV0661,Urban,SGPMB,3
KwaZulu-Natal,N0GS0650,Urban,SGPMB,3
KwaZulu-Natal,N0FT0720,Urban,SGPMB,3
KwaZulu-Natal,N0FU0162,Urban,SGPMB,3
KwaZulu-Natal,N0FU0161,Urban,SGPMB,3
KwaZulu-Natal,N0ET0700,Urban,SGPMB,3
KwaZulu-Natal,N0HV0349,Urban,SGPMB,3
KwaZulu-Natal,N0FT0160,Urban,SGPMB,3
KwaZulu-Natal,N0FT0714,Urban,SGPMB,3
KwaZulu-Natal,N0ER0159,Urban,SGPMB,3
KwaZulu-Natal,N0FU0660,Urban,SGPMB,3
KwaZulu-Natal,N0FU0602,Urban,SGPMB,3
KwaZulu-Natal,N0FT0156,Urban,SGPMB,3
KwaZulu-Natal,N0HV0155,Urban,SGPMB,3
KwaZulu-Natal,N0HS0398,Urban,SGPMB,3
KwaZulu-Natal,N0FT0154,Urban,SGPMB,3
KwaZulu-Natal,N0ET0582,Urban,SGPMB,3
KwaZulu-Natal,N0FT0501,Urban,SGPMB,3
KwaZulu-Natal,N0FT0500,Urban,SGPMB,3
KwaZulu-Natal,N0FT0153,Urban,SGPMB,3
KwaZulu-Natal,N0FT0679,Urban,SGPMB,3
KwaZulu-Natal,N0FT0499,Urban,SGPMB,3
KwaZulu-Natal,N0FT0498,Urban,SGPMB,3
KwaZulu-Natal,N0FT0497,Urban,SGPMB,3
KwaZulu-Natal,N0FT0496,Urban,SGPMB,3
KwaZulu-Natal,N0FT0418,Urban,SGPMB,3
KwaZulu-Natal,N0GV0152,Urban,SGPMB,3
KwaZulu-Natal,N0FS0151,Urban,SGPMB,3
KwaZulu-Natal,N0ET0150,Urban,SGPMB,3
KwaZulu-Natal,N0HV0347,Urban,SGPMB,3
KwaZulu-Natal,N0ET0692,Urban,SGPMB,3
KwaZulu-Natal,N0ET0149,Urban,SGPMB,3
KwaZulu-Natal,N0ES0419,Urban,SGPMB,3
KwaZulu-Natal,N0FT0148,Urban,SGPMB,3
KwaZulu-Natal,N0FT0147,Urban,SGPMB,3
KwaZulu-Natal,N0FT0146,Urban,SGPMB,3
KwaZulu-Natal,N0FT0145,Urban,SGPMB,3
KwaZulu-Natal,N0GV0144,Urban,SGPMB,3
KwaZulu-Natal,N0FT0143,Urban,SGPMB,3
KwaZulu-Natal,N0HT0683,Urban,SGPMB,3
KwaZulu-Natal,N0GU0142,Urban,SGPMB,3
KwaZulu-Natal,N0FS0141,Urban,SGPMB,3
KwaZulu-Natal,N0FT0140,Urban,SGPMB,3
KwaZulu-Natal,N0FT0139,Urban,SGPMB,3
KwaZulu-Natal,N0FT0138,Urban,SGPMB,3
KwaZulu-Natal,N0FT0137,Urban,SGPMB,3
KwaZulu-Natal,N0FT0136,Urban,SGPMB,3
KwaZulu-Natal,N0FU0135,Urban,SGPMB,3
KwaZulu-Natal,N0GS0691,Urban,SGPMB,3
KwaZulu-Natal,N0ET0695,Urban,SGPMB,3
KwaZulu-Natal,N0ET0134,Urban,SGPMB,3
KwaZulu-Natal,N0ET0133,Urban,SGPMB,3
KwaZulu-Natal,N0FT0132,Urban,SGPMB,3
KwaZulu-Natal,N0FU0701,Urban,SGPMB,3
KwaZulu-Natal,N0GT0131,Urban,SGPMB,3
KwaZulu-Natal,N0FT0414,Urban,SGPMB,3
KwaZulu-Natal,N0ES0130,Urban,SGPMB,3
KwaZulu-Natal,N0FT0129,Urban,SGPMB,3
KwaZulu-Natal,N0FU0128,Urban,SGPMB,3
KwaZulu-Natal,N0FU0127,Urban,SGPMB,3
KwaZulu-Natal,N0FU0695,Urban,SGPMB,3
KwaZulu-Natal,N0HT0126,Urban,SGPMB,3
KwaZulu-Natal,N0FT0681,Urban,SGPMB,3
KwaZulu-Natal,N0FT0125,Urban,SGPMB,3
KwaZulu-Natal,N0FU0124,Urban,SGPMB,3
KwaZulu-Natal,N0FT0123,Urban,SGPMB,3
KwaZulu-Natal,N0FU0122,Urban,SGPMB,3
KwaZulu-Natal,N0FT0121,Urban,SGPMB,3
KwaZulu-Natal,N0FT0651,Urban,SGPMB,3
KwaZulu-Natal,N0ET0120,Urban,SGPMB,3
KwaZulu-Natal,N0FU0423,Urban,SGPMB,3
KwaZulu-Natal,N0FT0114,Urban,SGPMB,3
KwaZulu-Natal,N0FU0119,Urban,SGPMB,3
KwaZulu-Natal,N0GT0117,Urban,SGPMB,3
KwaZulu-Natal,N0FU0113,Urban,SGPMB,3
KwaZulu-Natal,N0FT0115,Urban,SGPMB,3
KwaZulu-Natal,N0FU0112,Urban,SGPMB,3
KwaZulu-Natal,N0FU0693,Urban,SGPMB,3
KwaZulu-Natal,N0FU0111,Urban,SGPMB,3
KwaZulu-Natal,N0FT0110,Urban,SGPMB,3
KwaZulu-Natal,N0GU0513,Urban,SGPMB,3
KwaZulu-Natal,N0GS0109,Urban,SGPMB,3
KwaZulu-Natal,N0HV0355,Urban,SGPMB,3
KwaZulu-Natal,N0FT0717,Urban,SGPMB,3
KwaZulu-Natal,N0FT0721,Urban,SGPMB,3
KwaZulu-Natal,N0FU0108,Urban,SGPMB,3
KwaZulu-Natal,N0ET0506,Urban,SGPMB,3
KwaZulu-Natal,N0HT0689,Urban,SGPMB,3
KwaZulu-Natal,N0HT0688,Urban,SGPMB,3
KwaZulu-Natal,N0GT0578,Urban,SGPMB,3
KwaZulu-Natal,N0GS0107,Urban,SGPMB,3
KwaZulu-Natal,N0FT0078,Urban,SGPMB,3
Limpopo,T0IQ0520,Urban,SGLIM,5
Limpopo,T0JP0044,Urban,SGLIM,5
Limpopo,T0IR0771,Urban,SGLIM,5
Limpopo,T0IR0144,Urban,SGLIM,5
Limpopo,T0LT0141,Urban,SGLIM,5
Limpopo,T0LT0123,Urban,SGLIM,5
Limpopo,T0IP0019,Urban,SGLIM,5
Limpopo,T0JR0359,Urban,SGLIM,5
Limpopo,T0IQ0662,Urban,SGLIM,5
Limpopo,T0JR0109,Urban,SGLIM,5
Limpopo,T0JR0344,Urban,SGLIM,5
Limpopo,T0IR0577,Urban,SGLIM,5
Limpopo,T0JR0490,Urban,SGLIM,5
Limpopo,T0IS0023,Urban,SGLIM,5
Limpopo,T0IQ0575,Urban,SGLIM,5
Limpopo,T0JT0000,Rural,SGLIM,5
Limpopo,T0IQ0080,Urban,SGLIM,5
Limpopo,T0IR0326,Urban,SGLIM,5
Limpopo,T0JR0212,Urban,SGLIM,5
Limpopo,T0IR0482,Urban,SGLIM,5
Limpopo,T0JR0010,Urban,SGLIM,5
Limpopo,T0IR0416,Urban,SGLIM,5
Limpopo,T0IR0155,Urban,SGLIM,5
Limpopo,T0IP0035,Urban,SGLIM,5
Limpopo,T0MT0017,Urban,SGLIM,5
Limpopo,T0IR0039,Urban,SGLIM,5
Limpopo,T0JR0524,Urban,SGLIM,5
Limpopo,T0IQ0386,Urban,SGLIM,5
Limpopo,T0KS0039,Urban,SGLIM,5
Limpopo,T0IP0030,Urban,SGLIM,5
Limpopo,T0KU0018,Urban,SGLIM,5
Limpopo,T0KR0023,Urban,SGLIM,5
Limpopo,T0IR0723,Urban,SGLIM,5
Limpopo,T0JR0568,Urban,SGLIM,5
Limpopo,T0IQ0104,Urban,SGLIM,5
Limpopo,T0JO0034,Urban,SGLIM,5
Limpopo,T0IQ0259,Urban,SGLIM,5
Limpopo,T0JS0017,Urban,SGLIM,5
Limpopo,T0JT0004,Urban,SGLIM,5
Limpopo,T0LT0038,Urban,SGLIM,5
Limpopo,T0JR0313,Urban,SGLIM,5
Limpopo,T0JR0597,Urban,SGLIM,5
Limpopo,T0JR0185,Urban,SGLIM,5
Limpopo,T0KT0012,Urban,SGLIM,5
Limpopo,T0IQ0497,Urban,SGLIM,5
Limpopo,T0LS0009,Urban,SGLIM,5
Limpopo,T0JP0010,Urban,SGLIM,5
Limpopo,T0IQ0329,Urban,SGLIM,5
Limpopo,T0IQ0277,Urban,SGLIM,5
Limpopo,T0IR0037,Urban,SGLIM,5
Limpopo,T0IR0605,Urban,SGLIM,5
Limpopo,T0LT0061,Urban,SGLIM,5
Limpopo,T0JU0017,Urban,SGLIM,5
Limpopo,T0KQ0003,Urban,SGLIM,5
Limpopo,T0IQ0454,Urban,SGLIM,5
Limpopo,T0IR0906,Urban,SGLIM,5
Limpopo,T0IR0141,Urban,SGLIM,5
Limpopo,T0HS0009,Urban,SGLIM,5
Limpopo,T0KS0085,Urban,SGLIM,5
Limpopo,T0IR0549,Urban,SGLIM,5
Limpopo,T0KS0030,Urban,SGLIM,5
Limpopo,T0IR0383,Urban,SGLIM,5
Limpopo,T0IR0837,Urban,SGLIM,5
Limpopo,T0IQ0573,Urban,SGLIM,5
Limpopo,T0JR0142,Urban,SGLIM,5
Limpopo,T0MT0052,Urban,SGLIM,5
Limpopo,T0JQ0128,Urban,SGLIM,5
Limpopo,T0IQ0192,Urban,SGLIM,5
Limpopo,T0IR0412,Urban,SGLIM,5
Limpopo,T0JU0059,Urban,SGLIM,5
Limpopo,T0JS0000,Rural,SGLIM,5
Limpopo,T0IR0732,Urban,SGLIM,5
Limpopo,T0JR0184,Urban,SGLIM,5
Limpopo,T0IR0114,Urban,SGLIM,5
Limpopo,T0IR0919,Urban,SGLIM,5
Limpopo,T0IR0606,Urban,SGLIM,5
Limpopo,T0JP0060,Urban,SGLIM,5
Limpopo,T0IQ0253,Urban,SGLIM,5
Limpopo,T0JP0021,Urban,SGLIM,5
Limpopo,T0JR0216,Urban,SGLIM,5
Limpopo,T0IR0727,Urban,SGLIM,5
Limpopo,T0IQ0194,Urban,SGLIM,5
Limpopo,T0IR0689,Urban,SGLIM,5
Limpopo,T0IQ0241,Urban,SGLIM,5
Limpopo,T0IQ0230,Urban,SGLIM,5
Limpopo,T0LT0032,Urban,SGLIM,5
Limpopo,T0IR0901,Urban,SGLIM,5
Limpopo,T0JR0611,Urban,SGLIM,5
Limpopo,T0JP0061,Urban,SGLIM,5
Limpopo,T0LT0027,Urban,SGLIM,5
Limpopo,T0IR0761,Urban,SGLIM,5
Limpopo,T0JQ0002,Urban,SGLIM,5
Limpopo,T0IR0523,Urban,SGLIM,5
Limpopo,T0IQ0142,Urban,SGLIM,5
Limpopo,T0LS0063,Urban,SGLIM,5
Limpopo,T0IR0379,Urban,SGLIM,5
Limpopo,T0IO0014,Urban,SGLIM,5
Limpopo,T0IQ0360,Urban,SGLIM,5
Limpopo,T0JR0534,Urban,SGLIM,5
Limpopo,T0IQ0089,Urban,SGLIM,5
Limpopo,T0IR0892,Urban,SGLIM,5
Limpopo,T0IR0217,Urban,SGLIM,5
Limpopo,T0JR0362,Urban,SGLIM,5
Limpopo,T0KT0001,Urban,SGLIM,5
Limpopo,T0LT0060,Urban,SGLIM,5
Limpopo,T0IR0911,Urban,SGLIM,5
Limpopo,T0JS0021,Urban,SGLIM,5
Limpopo,T0IR0462,Urban,SGLIM,5
Limpopo,T0LS0013,Urban,SGLIM,5
Limpopo,T0JQ0022,Urban,SGLIM,5
Limpopo,T0KU0023,Urban,SGLIM,5
Limpopo,T0JQ0161,Urban,SGLIM,5
Limpopo,T0KT0005,Urban,SGLIM,5
Limpopo,T0LT0105,Urban,SGLIM,5
Limpopo,T0LT0112,Urban,SGLIM,5
Limpopo,T0IR0744,Urban,SGLIM,5
Limpopo,T0IP0053,Urban,SGLIM,5
Limpopo,T0JR0518,Urban,SGLIM,5
Limpopo,T0IR0584,Urban,SGLIM,5
Limpopo,T0JR0233,Urban,SGLIM,5
Limpopo,T0IQ0479,Urban,SGLIM,5
Limpopo,T0JR0489,Urban,SGLIM,5
Limpopo,T0IR0363,Urban,SGLIM,5
Limpopo,T0JT0039,Urban,SGLIM,5
Limpopo,T0JR0289,Urban,SGLIM,5
Limpopo,T0KS0055,Urban,SGLIM,5
Limpopo,T0IR0225,Urban,SGLIM,5
Limpopo,T0IQ0719,Urban,SGLIM,5
Limpopo,T0IR0589,Urban,SGLIM,5
Limpopo,T0JO0031,Urban,SGLIM,5
Limpopo,T0IR0324,Urban,SGLIM,5
Limpopo,T0JR0456,Urban,SGLIM,5
Limpopo,T0JO0032,Urban,SGLIM,5
Limpopo,T0JP0068,Urban,SGLIM,5
Limpopo,T0JS0027,Urban,SGLIM,5
Limpopo,T0IQ0108,Urban,SGLIM,5
Limpopo,T0MR0000,Rural,SGLIM,5
Limpopo,T0IR0463,Urban,SGLIM,5
Limpopo,T0KS0007,Urban,SGLIM,5
Limpopo,T0IR0176,Urban,SGLIM,5
Limpopo,T0JU0076,Urban,SGLIM,5
Limpopo,T0JR0249,Urban,SGLIM,5
Limpopo,T0IR0338,Urban,SGLIM,5
Limpopo,T0JP0055,Urban,SGLIM,5
Limpopo,T0IQ0723,Urban,SGLIM,5
Limpopo,T0IR0559,Urban,SGLIM,5
Limpopo,T0IQ0555,Urban,SGLIM,5
Limpopo,T0IR0660,Urban,SGLIM,5
Limpopo,T0JQ0090,Urban,SGLIM,5
Limpopo,T0LT0019,Urban,SGLIM,5
Limpopo,T0IR0896,Urban,SGLIM,5
Limpopo,T0LS0103,Urban,SGLIM,5
Limpopo,T0IQ0704,Urban,SGLIM,5
Limpopo,T0JS0092,Urban,SGLIM,5
Limpopo,T0KU0021,Urban,SGLIM,5
Limpopo,T0IQ0091,Urban,SGLIM,5
Limpopo,T0IR0241,Urban,SGLIM,5
Limpopo,T0IR0721,Urban,SGLIM,5
Limpopo,T0IQ0494,Urban,SGLIM,5
Limpopo,T0JR0213,Urban,SGLIM,5
Limpopo,T0IQ0637,Urban,SGLIM,5
Limpopo,T0IR0759,Urban,SGLIM,5
Limpopo,T0IR0111,Urban,SGLIM,5
Limpopo,T0IR0054,Urban,SGLIM,5
Limpopo,T0KT0009,Urban,SGLIM,5
Limpopo,T0JR0571,Urban,SGLIM,5
Limpopo,T0JP0042,Urban,SGLIM,5
Limpopo,T0IR0639,Urban,SGLIM,5
Limpopo,T0LT0134,Urban,SGLIM,5
Limpopo,T0KS0013,Urban,SGLIM,5
Limpopo,T0JP0003,Urban,SGLIM,5
Limpopo,T0JR0274,Urban,SGLIM,5
Limpopo,T0IR0760,Urban,SGLIM,5
Limpopo,T0JR0475,Urban,SGLIM,5
Limpopo,T0JQ0109,Urban,SGLIM,5
Limpopo,T0LT0147,Urban,SGLIM,5
Limpopo,T0IR0590,Urban,SGLIM,5
Limpopo,T0KQ0005,Urban,SGLIM,5
Limpopo,T0IQ0621,Urban,SGLIM,5
Limpopo,T0IQ0567,Urban,SGLIM,5
Limpopo,T0KQ0004,Urban,SGLIM,5
Limpopo,T0IQ0414,Urban,SGLIM,5
Limpopo,T0JO0018,Urban,SGLIM,5
Limpopo,T0IQ0289,Urban,SGLIM,5
Limpopo,T0JQ0071,Urban,SGLIM,5
Limpopo,T0IR0070,Urban,SGLIM,5
Limpopo,T0JR0449,Urban,SGLIM,5
Limpopo,T0IR0567,Urban,SGLIM,5
Limpopo,T0IR0350,Urban,SGLIM,5
Limpopo,T0IQ0536,Urban,SGLIM,5
Limpopo,T0IQ0081,Urban,SGLIM,5
Limpopo,T0JR0224,Urban,SGLIM,5
Limpopo,T0IQ0713,Urban,SGLIM,5
Limpopo,T0JR0517,Urban,SGLIM,5
Limpopo,T0IQ0540,Urban,SGLIM,5
Limpopo,T0HS0008,Urban,SGLIM,5
Limpopo,T0HO0022,Urban,SGLIM,5
Limpopo,T0IR0650,Urban,SGLIM,5
Limpopo,T0IR0056,Urban,SGLIM,5
Limpopo,T0IR0295,Urban,SGLIM,5
Limpopo,T0LS0003,Urban,SGLIM,5
Limpopo,T0JQ0076,Urban,SGLIM,5
Limpopo,T0JS0009,Urban,SGLIM,5
Limpopo,T0LT0064,Urban,SGLIM,5
Limpopo,T0IQ0686,Urban,SGLIM,5
Limpopo,T0LU0006,Urban,SGLIM,5
Limpopo,T0JQ0024,Urban,SGLIM,5
Limpopo,T0JP0065,Urban,SGLIM,5
Limpopo,T0IQ0265,Urban,SGLIM,5
Limpopo,T0JR0386,Urban,SGLIM,5
Limpopo,T0IQ0473,Urban,SGLIM,5
Limpopo,T0KU0055,Urban,SGLIM,5
Limpopo,T0IR0472,Urban,SGLIM,5
Limpopo,T0IT0050,Urban,SGLIM,5
Limpopo,T0IS0043,Urban,SGLIM,5
Limpopo,T0JP0001,Urban,SGLIM,5
Limpopo,T0IQ0709,Urban,SGLIM,5
Limpopo,T0LU0011,Urban,SGLIM,5
Limpopo,T0JT0036,Urban,SGLIM,5
Limpopo,T0IP0044,Urban,SGLIM,5
Limpopo,T0IQ0038,Urban,SGLIM,5
Limpopo,T0JS0038,Urban,SGLIM,5
Limpopo,T0LS0066,Urban,SGLIM,5
Limpopo,T0IQ0207,Urban,SGLIM,5
Limpopo,T0IR0167,Urban,SGLIM,5
Limpopo,T0IR0961,Urban,SGLIM,5
Limpopo,T0JR0443,Urban,SGLIM,5
Limpopo,T0JR0197,Urban,SGLIM,5
Limpopo,T0IR0304,Urban,SGLIM,5
Limpopo,T0IR0347,Urban,SGLIM,5
Limpopo,T0JR0026,Urban,SGLIM,5
Limpopo,T0JR0345,Urban,SGLIM,5
Limpopo,T0IQ0197,Urban,SGLIM,5
Limpopo,T0IQ0215,Urban,SGLIM,5
Limpopo,T0JR0193,Urban,SGLIM,5
Limpopo,T0LT0101,Urban,SGLIM,5
Limpopo,T0HM0005,Urban,SGLIM,5
Limpopo,T0IR0019,Urban,SGLIM,5
Limpopo,T0IQ0015,Urban,SGLIM,5
Limpopo,T0IR0344,Urban,SGLIM,5
Limpopo,T0JT0040,Urban,SGLIM,5
Limpopo,T0JR0070,Urban,SGLIM,5
Limpopo,T0JQ0108,Urban,SGLIM,5
Limpopo,T0JR0421,Urban,SGLIM,5
Limpopo,T0IR0773,Urban,SGLIM,5
Limpopo,T0JR0504,Urban,SGLIM,5
Limpopo,T0JR0033,Urban,SGLIM,5
Limpopo,T0JQ0097,Urban,SGLIM,5
Limpopo,T0LS0005,Urban,SGLIM,5
Limpopo,T0KR0036,Urban,SGLIM,5
Limpopo,T0IQ0058,Urban,SGLIM,5
Limpopo,T0IQ0462,Urban,SGLIM,5
Limpopo,T0JQ0079,Urban,SGLIM,5
Limpopo,T0JR0237,Urban,SGLIM,5
Limpopo,T0KS0037,Urban,SGLIM,5
Limpopo,T0IQ0488,Urban,SGLIM,5
Limpopo,T0JQ0005,Urban,SGLIM,5
Limpopo,T0IR0555,Urban,SGLIM,5
Limpopo,T0LT0146,Urban,SGLIM,5
Limpopo,T0LR0016,Urban,SGLIM,5
Limpopo,T0JR0012,Urban,SGLIM,5
Limpopo,T0IR0394,Urban,SGLIM,5
Limpopo,T0JR0164,Urban,SGLIM,5
Limpopo,T0IS0020,Urban,SGLIM,5
Limpopo,T0KU0020,Urban,SGLIM,5
Limpopo,T0JU0040,Urban,SGLIM,5
Limpopo,T0IQ0348,Urban,SGLIM,5
Limpopo,T0KU0019,Urban,SGLIM,5
Limpopo,T0IR0393,Urban,SGLIM,5
Limpopo,T0IR0833,Urban,SGLIM,5
Limpopo,T0IR0532,Urban,SGLIM,5
Limpopo,T0IQ0666,Urban,SGLIM,5
Limpopo,T0IR0381,Urban,SGLIM,5
Limpopo,T0JR0617,Urban,SGLIM,5
Limpopo,T0IQ0007,Urban,SGLIM,5
Limpopo,T0JQ0067,Urban,SGLIM,5
Limpopo,T0JQ0056,Urban,SGLIM,5
Limpopo,T0IR0506,Urban,SGLIM,5
Limpopo,T0IP0015,Urban,SGLIM,5
Limpopo,T0KT0021,Urban,SGLIM,5
Limpopo,T0JR0358,Urban,SGLIM,5
Limpopo,T0LS0030,Urban,SGLIM,5
Limpopo,T0JU0058,Urban,SGLIM,5
Limpopo,T0IQ0149,Urban,SGLIM,5
Limpopo,T0JR0244,Urban,SGLIM,5
Limpopo,T0LS0080,Urban,SGLIM,5
Limpopo,T0KR0022,Urban,SGLIM,5
Limpopo,T0IQ0114,Urban,SGLIM,5
Limpopo,T0IR0181,Urban,SGLIM,5
Limpopo,T0IR0441,Urban,SGLIM,5
Limpopo,T0IR0301,Urban,SGLIM,5
Limpopo,T0JQ0044,Urban,SGLIM,5
Limpopo,T0JU0060,Urban,SGLIM,5
Limpopo,T0MT0022,Urban,SGLIM,5
Limpopo,T0LQ0005,Urban,SGLIM,5
Limpopo,T0IQ0487,Urban,SGLIM,5
Limpopo,T0JR0471,Urban,SGLIM,5
Limpopo,T0IS0007,Urban,SGLIM,5
Limpopo,T0IQ0083,Urban,SGLIM,5
Limpopo,T0JR0488,Urban,SGLIM,5
Limpopo,T0LT0140,Urban,SGLIM,5
Limpopo,T0JR0232,Urban,SGLIM,5
Limpopo,T0LS0071,Urban,SGLIM,5
Limpopo,T0JU0041,Urban,SGLIM,5
Limpopo,T0JS0005,Urban,SGLIM,5
Limpopo,T0KS0024,Urban,SGLIM,5
Limpopo,T0JR0317,Urban,SGLIM,5
Limpopo,T0JR0018,Urban,SGLIM,5
Limpopo,T0IQ0679,Urban,SGLIM,5
Limpopo,T0JU0027,Urban,SGLIM,5
Limpopo,T0IR0545,Urban,SGLIM,5
Limpopo,T0JR0103,Urban,SGLIM,5
Limpopo,T0KR0035,Urban,SGLIM,5
Limpopo,T0IS0029,Urban,SGLIM,5
Limpopo,T0JQ0152,Urban,SGLIM,5
Limpopo,T0JR0588,Urban,SGLIM,5
Limpopo,T0IQ0427,Urban,SGLIM,5
Limpopo,T0IQ0224,Urban,SGLIM,5
Limpopo,T0IQ0633,Urban,SGLIM,5
Limpopo,T0IQ0507,Urban,SGLIM,5
Limpopo,T0HP0000,Rural,SGLIM,5
Limpopo,T0JR0141,Urban,SGLIM,5
Limpopo,T0IR0519,Urban,SGLIM,5
Limpopo,T0IP0036,Urban,SGLIM,5
Limpopo,T0IQ0279,Urban,SGLIM,5
Limpopo,T0JR0513,Urban,SGLIM,5
Limpopo,T0IP0047,Urban,SGLIM,5
Limpopo,T0IT0022,Urban,SGLIM,5
Limpopo,T0JS0071,Urban,SGLIM,5
Limpopo,T0LT0028,Urban,SGLIM,5
Limpopo,T0IQ0455,Urban,SGLIM,5
Limpopo,T0MT0027,Urban,SGLIM,5
Limpopo,T0JQ0116,Urban,SGLIM,5
Limpopo,T0IR0298,Urban,SGLIM,5
Limpopo,T0IR0533,Urban,SGLIM,5
Limpopo,T0JR0472,Urban,SGLIM,5
Limpopo,T0IR0299,Urban,SGLIM,5
Limpopo,T0IS0044,Urban,SGLIM,5
Limpopo,T0IP0002,Urban,SGLIM,5
Limpopo,T0IQ0643,Urban,SGLIM,5
Limpopo,T0IR0848,Urban,SGLIM,5
Limpopo,T0IR0851,Urban,SGLIM,5
Limpopo,T0JQ0120,Urban,SGLIM,5
Limpopo,T0IR0214,Urban,SGLIM,5
Limpopo,T0JQ0141,Urban,SGLIM,5
Limpopo,T0JR0526,Urban,SGLIM,5
Limpopo,T0IQ0146,Urban,SGLIM,5
Limpopo,T0IT0034,Urban,SGLIM,5
Limpopo,T0JQ0172,Urban,SGLIM,5
Limpopo,T0IN0000,Rural,SGLIM,5
Limpopo,T0KR0008,Urban,SGLIM,5
Limpopo,T0JR0279,Urban,SGLIM,5
Limpopo,T0IR0129,Urban,SGLIM,5
Limpopo,T0IR0090,Urban,SGLIM,5
Limpopo,T0LS0084,Urban,SGLIM,5
Limpopo,T0IR0143,Urban,SGLIM,5
Limpopo,T0IR0524,Urban,SGLIM,5
Limpopo,T0IQ0436,Urban,SGLIM,5
Limpopo,T0IQ0732,Urban,SGLIM,5
Limpopo,T0JP0054,Urban,SGLIM,5
Limpopo,T0KT0020,Urban,SGLIM,5
Limpopo,T0IR0062,Urban,SGLIM,5
Limpopo,T0IQ0618,Urban,SGLIM,5
Limpopo,T0JR0050,Urban,SGLIM,5
Limpopo,T0JR0297,Urban,SGLIM,5
Limpopo,T0LS0105,Urban,SGLIM,5
Limpopo,T0LS0086,Urban,SGLIM,5
Limpopo,T0LT0069,Urban,SGLIM,5
Limpopo,T0IQ0631,Urban,SGLIM,5
Limpopo,T0JS0030,Urban,SGLIM,5
Limpopo,T0IQ0711,Urban,SGLIM,5
Limpopo,T0IR0563,Urban,SGLIM,5
Limpopo,T0JP0023,Urban,SGLIM,5
Limpopo,T0IQ0023,Urban,SGLIM,5
Limpopo,T0IR0839,Urban,SGLIM,5
Limpopo,T0IQ0362,Urban,SGLIM,5
Limpopo,T0IR0011,Urban,SGLIM,5
Limpopo,T0KS0075,Urban,SGLIM,5
Limpopo,T0JR0612,Urban,SGLIM,5
Limpopo,T0JS0019,Urban,SGLIM,5
Limpopo,T0KU0056,Urban,SGLIM,5
Limpopo,T0IQ0714,Urban,SGLIM,5
