province,region_code,typology,office,office_no
Eastern Cape,C0020000,Rural,SGELN,8
Eastern Cape,C1180002,Urban,SGELN,8
Eastern Cape,C0380019,Urban,SGELN,8
Eastern Cape,C1030005,Urban,SGELN,8
Eastern Cape,C1180004,Urban,SGELN,8
Eastern Cape,C0620041,Urban,SGELN,8
Eastern Cape,C1170015,Urban,SGELN,8
Eastern Cape,C0460002,Urban,SGELN,8
Eastern Cape,C0920000,Rural,SGELN,8
Eastern Cape,C0620006,Urban,SGELN,8
Eastern Cape,C0590030,Urban,SGELN,8
Eastern Cape,C0710006,Urban,SGELN,8
Eastern Cape,C0910026,Urban,SGELN,8
Eastern Cape,C0380005,Urban,SGELN,8
Eastern Cape,C0770005,Urban,SGELN,8
Eastern Cape,C0660003,Urban,SGELN,8
Eastern Cape,C1140043,Urban,SGELN,8
Eastern Cape,C0340020,Urban,SGELN,8
Eastern Cape,C0590006,Urban,SGELN,8
Eastern Cape,C0160014,Urban,SGELN,8
Eastern Cape,C1090009,Urban,SGELN,8
Eastern Cape,C0730001,Urban,SGELN,8
Eastern Cape,C0590005,Urban,SGELN,8
Eastern Cape,C0140001,Urban,SGELN,8
Eastern Cape,C1130020,Urban,SGELN,8
Eastern Cape,C0400004,Urban,SGELN,8
Eastern Cape,C0760014,Urban,SGELN,8
Eastern Cape,C1140074,Urban,SGELN,8
Eastern Cape,C0910009,Urban,SGELN,8
Eastern Cape,C0340021,Urban,SGELN,8
Eastern Cape,C0130012,Urban,SGELN,8
Eastern Cape,C0510009,Urban,SGELN,8
Eastern Cape,C0840003,Urban,SGELN,8
Eastern Cape,C0520001,Urban,SGELN,8
Eastern Cape,C0380018,Urban,SGELN,8
Eastern Cape,C0340016,Urban,SGELN,8
Eastern Cape,C0230002,Urban,SGELN,8
Eastern Cape,C1130015,Urban,SGELN,8
Eastern Cape,C1140011,Urban,SGELN,8
Eastern Cape,C0550010,Urban,SGELN,8
Eastern Cape,C0860000,Rural,SGELN,8
Eastern Cape,C1140028,Urban,SGELN,8
Eastern Cape,C0770004,Urban,SGELN,8
Eastern Cape,C1100014,Urban,SGELN,8
Eastern Cape,C1130007,Urban,SGELN,8
Eastern Cape,C0020002,Urban,SGELN,8
Eastern Cape,C1030020,Urban,SGELN,8
Eastern Cape,C0160064,Urban,SGELN,8
Eastern Cape,C0870008,Urban,SGELN,8
Eastern Cape,C1100006,Urban,SGELN,8
Eastern Cape,C0510014,Urban,SGELN,8
Eastern Cape,C1140019,Urban,SGELN,8
Eastern Cape,C0040002,Urban,SGELN,8
Eastern Cape,C0730000,Rural,SGELN,8
Eastern Cape,C0380026,Urban,SGELN,8
Eastern Cape,C0180003,Urban,SGELN,8
Eastern Cape,C0030001,Urban,SGELN,8
Eastern Cape,C0710003,Urban,SGELN,8
Eastern Cape,C0380049,Urban,SGELN,8
Eastern Cape,C0850005,Urban,SGELN,8
Eastern Cape,C0340024,Urban,SGELN,8
Eastern Cape,C0420003,Urban,SGELN,8
Eastern Cape,C0340015,Urban,SGELN,8
Eastern Cape,C0380022,Urban,SGELN,8
Eastern Cape,C1030030,Urban,SGELN,8
Eastern Cape,C0160062,Urban,SGELN,8
Eastern Cape,C1030027,Urban,SGELN,8
Eastern Cape,C0620034,Urban,SGELN,8
Eastern Cape,C0460013,Urban,SGELN,8
Eastern Cape,C0640005,Urban,SGELN,8
Eastern Cape,C1030010,Urban,SGELN,8
Eastern Cape,C1140027,Urban,SGELN,8
Eastern Cape,C0230044,Urban,SGELN,8
Eastern Cape,C0460015,Urban,SGELN,8
Eastern Cape,C0160039,Urban,SGELN,8
Eastern Cape,C1100034,Urban,SGELN,8
Eastern Cape,C1030038,Urban,SGELN,8
Eastern Cape,C1140036,Urban,SGELN,8
Eastern Cape,C1140014,Urban,SGELN,8
Eastern Cape,C1100018,Urban,SGELN,8
Eastern Cape,C0230045,Urban,SGELN,8
Eastern Cape,C1170008,Urban,SGELN,8
Eastern Cape,C0750005,Urban,SGELN,8
Eastern Cape,C0390011,Urban,SGELN,8
Eastern Cape,C0620021,Urban,SGELN,8
Eastern Cape,C0730009,Urban,SGELN,8
Eastern Cape,C0230014,Urban,SGELN,8
Eastern Cape,C0590040,Urban,SGELN,8
Eastern Cape,C0590039,Urban,SGELN,8
Eastern Cape,C1170007,Urban,SGELN,8
Eastern Cape,C0160060,Urban,SGELN,8
Eastern Cape,C0160065,Urban,SGELN,8
Eastern Cape,C0510003,Urban,SGELN,8
Eastern Cape,C0760012,Urban,SGELN,8
Eastern Cape,C0610004,Urban,SGELN,8
Eastern Cape,C0350004,Urban,SGELN,8
Eastern Cape,C0380011,Urban,SGELN,8
Eastern Cape,C0670033,Urban,SGELN,8
Eastern Cape,C0160080,Urban,SGELN,8
Eastern Cape,C0670034,Urban,SGELN,8
Eastern Cape,C0130024,Urban,SGELN,8
Eastern Cape,C0270002,Urban,SGELN,8
Eastern Cape,C0620030,Urban,SGELN,8
Eastern Cape,C0030004,Urban,SGELN,8
Eastern Cape,C0870011,Urban,SGELN,8
Eastern Cape,C0580009,Urban,SGELN,8
Eastern Cape,C0420002,Urban,SGELN,8
Eastern Cape,C1030003,Urban,SGELN,8
Eastern Cape,C0270008,Urban,SGELN,8
Eastern Cape,C0160005,Urban,SGELN,8
Eastern Cape,C0130022,Urban,SGELN,8
Eastern Cape,C0550016,Urban,SGELN,8
Eastern Cape,C0910025,Urban,SGELN,8
Eastern Cape,C1100004,Urban,SGELN,8
Eastern Cape,C1130010,Urban,SGELN,8
Eastern Cape,C0700003,Urban,SGELN,8
Eastern Cape,C1140049,Urban,SGELN,8
Eastern Cape,C0230011,Urban,SGELN,8
Eastern Cape,C1140063,Urban,SGELN,8
Eastern Cape,C0200000,Rural,SGELN,8
Eastern Cape,C1110001,Urban,SGELN,8
Eastern Cape,C0620031,Urban,SGELN,8
Eastern Cape,C0710004,Urban,SGELN,8
Eastern Cape,C0290007,Urban,SGELN,8
Eastern Cape,C0440003,Urban,SGELN,8
Eastern Cape,C0270010,Urban,SGELN,8
Eastern Cape,C0750003,Urban,SGELN,8
Eastern Cape,C1090002,Urban,SGELN,8
Eastern Cape,C0760017,Urban,SGELN,8
Eastern Cape,C0380065,Urban,SGELN,8
Eastern Cape,C0380067,Urban,SGELN,8
Eastern Cape,C1130018,Urban,SGELN,8
Eastern Cape,C0850003,Urban,SGELN,8
Eastern Cape,C1140054,Urban,SGELN,8
Eastern Cape,C1140008,Urban,SGELN,8
Eastern Cape,C1040001,Urban,SGELN,8
Eastern Cape,C0160015,Urban,SGELN,8
Eastern Cape,C1130000,Rural,SGELN,8
Eastern Cape,C0870002,Urban,SGELN,8
Eastern Cape,C0060003,Urban,SGELN,8
Eastern Cape,C0160058,Urban,SGELN,8
Eastern Cape,C0620042,Urban,SGELN,8
Eastern Cape,C0130028,Urban,SGELN,8
Eastern Cape,C0590037,Urban,SGELN,8
Eastern Cape,C0670023,Urban,SGELN,8
Eastern Cape,C0230024,Urban,SGELN,8
Eastern Cape,C0620002,Urban,SGELN,8
Eastern Cape,C0380038,Urban,SGELN,8
Eastern Cape,C0740001,Urban,SGELN,8
Eastern Cape,C0620010,Urban,SGELN,8
Eastern Cape,C0230013,Urban,SGELN,8
Eastern Cape,C1100005,Urban,SGELN,8
Eastern Cape,C0730008,Urban,SGELN,8
Eastern Cape,C0590036,Urban,SGELN,8
Eastern Cape,C0730007,Urban,SGELN,8
Eastern Cape,C0230012,Urban,SGELN,8
Eastern Cape,C0230049,Urban,SGELN,8
Eastern Cape,C0710002,Urban,SGELN,8
Eastern Cape,C1130004,Urban,SGELN,8
Eastern Cape,C0680001,Urban,SGELN,8
Eastern Cape,C0920001,Urban,SGELN,8
Eastern Cape,C0670022,Urban,SGELN,8
Eastern Cape,C0710007,Urban,SGELN,8
Eastern Cape,C1060034,Urban,SGELN,8
Eastern Cape,C0340023,Urban,SGELN,8
Eastern Cape,C0760026,Urban,SGELN,8
Eastern Cape,C1060024,Urban,SGELN,8
Eastern Cape,C0590033,Urban,SGELN,8
Eastern Cape,C0670021,Urban,SGELN,8
Eastern Cape,C1030029,Urban,SGELN,8
Eastern Cape,C0620015,Urban,SGELN,8
Eastern Cape,C1100030,Urban,SGELN,8
Eastern Cape,C0670029,Urban,SGELN,8
Eastern Cape,C1140061,Urban,SGELN,8
Eastern Cape,C1100012,Urban,SGELN,8
Eastern Cape,C0790007,Urban,SGELN,8
Eastern Cape,C0160053,Urban,SGELN,8
Eastern Cape,C1140047,Urban,SGELN,8
Eastern Cape,C0390010,Urban,SGELN,8
Eastern Cape,C0080008,Urban,SGELN,8
Eastern Cape,C0340014,Urban,SGELN,8
Eastern Cape,C0160052,Urban,SGELN,8
Eastern Cape,C0160051,Urban,SGELN,8
Eastern Cape,C0670020,Urban,SGELN,8
Eastern Cape,C0620029,Urban,SGELN,8
Eastern Cape,C0750002,Urban,SGELN,8
Eastern Cape,C0620038,Urban,SGELN,8
Eastern Cape,C0620037,Urban,SGELN,8
Eastern Cape,C0940018,Urban,SGELN,8
Eastern Cape,C0670019,Urban,SGELN,8
Eastern Cape,C0130019,Urban,SGELN,8
Eastern Cape,C0620028,Urban,SGELN,8
Eastern Cape,C0160048,Urban,SGELN,8
Eastern Cape,C0910010,Urban,SGELN,8
Eastern Cape,C0130018,Urban,SGELN,8
Eastern Cape,C1110005,Urban,SGELN,8
Eastern Cape,C0640004,Urban,SGELN,8
Eastern Cape,C0640003,Urban,SGELN,8
Eastern Cape,C1110003,Urban,SGELN,8
Eastern Cape,C0780010,Urban,SGELN,8
Eastern Cape,C0830001,Urban,SGELN,8
Eastern Cape,C0460011,Urban,SGELN,8
Eastern Cape,C0460019,Urban,SGELN,8
Eastern Cape,C0160047,Urban,SGELN,8
Eastern Cape,C0390013,Urban,SGELN,8
Eastern Cape,C0760010,Urban,SGELN,8
Eastern Cape,C0580008,Urban,SGELN,8
Eastern Cape,C1100032,Urban,SGELN,8
Eastern Cape,C1140031,Urban,SGELN,8
Eastern Cape,C1090006,Urban,SGELN,8
Eastern Cape,C1050001,Urban,SGELN,8
Eastern Cape,C0620001,Urban,SGELN,8
Eastern Cape,C1090005,Urban,SGELN,8
Eastern Cape,C1140033,Urban,SGELN,8
Eastern Cape,C1170017,Urban,SGELN,8
Eastern Cape,C0610003,Urban,SGELN,8
Eastern Cape,C0440002,Urban,SGELN,8
Eastern Cape,C0080007,Urban,SGELN,8
Eastern Cape,C0550011,Urban,SGELN,8
Eastern Cape,C0390008,Urban,SGELN,8
Eastern Cape,C1030012,Urban,SGELN,8
Eastern Cape,C0160045,Urban,SGELN,8
Eastern Cape,C0670028,Urban,SGELN,8
Eastern Cape,C0340013,Urban,SGELN,8
Eastern Cape,C0110006,Urban,SGELN,8
Eastern Cape,C0550019,Urban,SGELN,8
Eastern Cape,C0460017,Urban,SGELN,8
Eastern Cape,C0160042,Urban,SGELN,8
Eastern Cape,C0160078,Urban,SGELN,8
Eastern Cape,C0270007,Urban,SGELN,8
Eastern Cape,C0550008,Urban,SGELN,8
Eastern Cape,C0130016,Urban,SGELN,8
Eastern Cape,C0780007,Urban,SGELN,8
Eastern Cape,C0340010,Urban,SGELN,8
Eastern Cape,C0030002,Urban,SGELN,8
Eastern Cape,C0160038,Urban,SGELN,8
Eastern Cape,C0100003,Urban,SGELN,8
Eastern Cape,C0620027,Urban,SGELN,8
Eastern Cape,C1130021,Urban,SGELN,8
Eastern Cape,C1140012,Urban,SGELN,8
Eastern Cape,C1140053,Urban,SGELN,8
Eastern Cape,C0930009,Urban,SGELN,8
Eastern Cape,C0590028,Urban,SGELN,8
Eastern Cape,C0340019,Urban,SGELN,8
Eastern Cape,C1030015,Urban,SGELN,8
Eastern Cape,C1030016,Urban,SGELN,8
Eastern Cape,C0080009,Urban,SGELN,8
Eastern Cape,C1140024,Urban,SGELN,8
Eastern Cape,C0650002,Urban,SGELN,8
Eastern Cape,C1140052,Urban,SGELN,8
Eastern Cape,C0780006,Urban,SGELN,8
Eastern Cape,C1030014,Urban,SGELN,8
Eastern Cape,C1140010,Urban,SGELN,8
Eastern Cape,C0590044,Urban,SGELN,8
Eastern Cape,C1100019,Urban,SGELN,8
Eastern Cape,C1100025,Urban,SGELN,8
Eastern Cape,C1140038,Urban,SGELN,8
Eastern Cape,C1020001,Urban,SGELN,8
Eastern Cape,C1140018,Urban,SGELN,8
Eastern Cape,C0930010,Urban,SGELN,8
Eastern Cape,C1140039,Urban,SGELN,8
Eastern Cape,C0230017,Urban,SGELN,8
Eastern Cape,C0290005,Urban,SGELN,8
Eastern Cape,C0230016,Urban,SGELN,8
Eastern Cape,C0380051,Urban,SGELN,8
Eastern Cape,C0870003,Urban,SGELN,8
Eastern Cape,C1090004,Urban,SGELN,8
Eastern Cape,C0400009,Urban,SGELN,8
Eastern Cape,C0390007,Urban,SGELN,8
Eastern Cape,C1030035,Urban,SGELN,8
Eastern Cape,C0030005,Urban,SGELN,8
Eastern Cape,C0130027,Urban,SGELN,8
Eastern Cape,C0760009,Urban,SGELN,8
Eastern Cape,C1140025,Urban,SGELN,8
Eastern Cape,C1100024,Urban,SGELN,8
Eastern Cape,C1140045,Urban,SGELN,8
Eastern Cape,C1100022,Urban,SGELN,8
Eastern Cape,C1140009,Urban,SGELN,8
Eastern Cape,C1100017,Urban,SGELN,8
Eastern Cape,C1010001,Urban,SGELN,8
Eastern Cape,C1100009,Urban,SGELN,8
Eastern Cape,C1100028,Urban,SGELN,8
Eastern Cape,C1100013,Urban,SGELN,8
Eastern Cape,C0620026,Urban,SGELN,8
Eastern Cape,C0590025,Urban,SGELN,8
Eastern Cape,C1000001,Urban,SGELN,8
Eastern Cape,C0990001,Urban,SGELN,8
Eastern Cape,C0910027,Urban,SGELN,8
Eastern Cape,C0160036,Urban,SGELN,8
Eastern Cape,C1140057,Urban,SGELN,8
Eastern Cape,C0620005,Urban,SGELN,8
Eastern Cape,C1140058,Urban,SGELN,8
Eastern Cape,C1030017,Urban,SGELN,8
Eastern Cape,C0160035,Urban,SGELN,8
Eastern Cape,C0770007,Urban,SGELN,8
Eastern Cape,C0160034,Urban,SGELN,8
Eastern Cape,C0590023,Urban,SGELN,8
Eastern Cape,C0380045,Urban,SGELN,8
Eastern Cape,C0670026,Urban,SGELN,8
Eastern Cape,C0160072,Urban,SGELN,8
Eastern Cape,C1030019,Urban,SGELN,8
Eastern Cape,C0090002,Urban,SGELN,8
Eastern Cape,C0160033,Urban,SGELN,8
Eastern Cape,C0130029,Urban,SGELN,8
Eastern Cape,C0230046,Urban,SGELN,8
Eastern Cape,C0230033,Urban,SGELN,8
Eastern Cape,C0230032,Urban,SGELN,8
Eastern Cape,C0230023,Urban,SGELN,8
Eastern Cape,C0230020,Urban,SGELN,8
Eastern Cape,C0230030,Urban,SGELN,8
Eastern Cape,C0230029,Urban,SGELN,8
Eastern Cape,C0650001,Urban,SGELN,8
Eastern Cape,C1130003,Urban,SGELN,8
Eastern Cape,C0620009,Urban,SGELN,8
Eastern Cape,C1100007,Urban,SGELN,8
Eastern Cape,C0910013,Urban,SGELN,8
Eastern Cape,C1030022,Urban,SGELN,8
Eastern Cape,C1030034,Urban,SGELN,8
Eastern Cape,C0160031,Urban,SGELN,8
Eastern Cape,C0380017,Urban,SGELN,8
Eastern Cape,C0620007,Urban,SGELN,8
Eastern Cape,C0380044,Urban,SGELN,8
Eastern Cape,C1140040,Urban,SGELN,8
Eastern Cape,C1130017,Urban,SGELN,8
Eastern Cape,C1130009,Urban,SGELN,8
Eastern Cape,C1030021,Urban,SGELN,8
Eastern Cape,C0160030,Urban,SGELN,8
Eastern Cape,C0970022,Urban,SGELN,8
Eastern Cape,C1030013,Urban,SGELN,8
Eastern Cape,C1140046,Urban,SGELN,8
Eastern Cape,C0910008,Urban,SGELN,8
Eastern Cape,C0790006,Urban,SGELN,8
Eastern Cape,C0470002,Urban,SGELN,8
Eastern Cape,C0780005,Urban,SGELN,8
Eastern Cape,C1090007,Urban,SGELN,8
Eastern Cape,C0960001,Urban,SGELN,8
Eastern Cape,C0380029,Urban,SGELN,8
Eastern Cape,C1140037,Urban,SGELN,8
Eastern Cape,C1130011,Urban,SGELN,8
Eastern Cape,C0620024,Urban,SGELN,8
Eastern Cape,C1140050,Urban,SGELN,8
Eastern Cape,C1180001,Urban,SGELN,8
Eastern Cape,C0770006,Urban,SGELN,8
Eastern Cape,C0160029,Urban,SGELN,8
Eastern Cape,C0930004,Urban,SGELN,8
Eastern Cape,C0590020,Urban,SGELN,8
Eastern Cape,C0760008,Urban,SGELN,8
Eastern Cape,C0510006,Urban,SGELN,8
Eastern Cape,C0220003,Urban,SGELN,8
Eastern Cape,C0250005,Urban,SGELN,8
Eastern Cape,C0950001,Urban,SGELN,8
Eastern Cape,C0620044,Urban,SGELN,8
Eastern Cape,C0270012,Urban,SGELN,8
Eastern Cape,C0910014,Urban,SGELN,8
Eastern Cape,C0550015,Urban,SGELN,8
Eastern Cape,C0460007,Urban,SGELN,8
Eastern Cape,C1140022,Urban,SGELN,8
Eastern Cape,C0910018,Urban,SGELN,8
Eastern Cape,C0420001,Urban,SGELN,8
Eastern Cape,C0550014,Urban,SGELN,8
Eastern Cape,C0670014,Urban,SGELN,8
Eastern Cape,C0380069,Urban,SGELN,8
Eastern Cape,C0510011,Urban,SGELN,8
Eastern Cape,C0590019,Urban,SGELN,8
Eastern Cape,C0760028,Urban,SGELN,8
Eastern Cape,C0670013,Urban,SGELN,8
Eastern Cape,C0160073,Urban,SGELN,8
Eastern Cape,C0790014,Urban,SGELN,8
Eastern Cape,C0340009,Urban,SGELN,8
Eastern Cape,C0390014,Urban,SGELN,8
Eastern Cape,C0550005,Urban,SGELN,8
Eastern Cape,C0460006,Urban,SGELN,8
Eastern Cape,C0160028,Urban,SGELN,8
Eastern Cape,C0670031,Urban,SGELN,8
Eastern Cape,C0390005,Urban,SGELN,8
Eastern Cape,C0380030,Urban,SGELN,8
Eastern Cape,C0350003,Urban,SGELN,8
Eastern Cape,C0130014,Urban,SGELN,8
Eastern Cape,C0780003,Urban,SGELN,8
Eastern Cape,C0610001,Urban,SGELN,8
Eastern Cape,C0590017,Urban,SGELN,8
Eastern Cape,C0380006,Urban,SGELN,8
Eastern Cape,C0230008,Urban,SGELN,8
Eastern Cape,C0160063,Urban,SGELN,8
Eastern Cape,C0680002,Urban,SGELN,8
Eastern Cape,C0390004,Urban,SGELN,8
Eastern Cape,C0940001,Urban,SGELN,8
Eastern Cape,C0290004,Urban,SGELN,8
Eastern Cape,C0290003,Urban,SGELN,8
Eastern Cape,C0380042,Urban,SGELN,8
Eastern Cape,C0620023,Urban,SGELN,8
Eastern Cape,C0670025,Urban,SGELN,8
Eastern Cape,C0180002,Urban,SGELN,8
Eastern Cape,C0340008,Urban,SGELN,8
Eastern Cape,C0390016,Urban,SGELN,8
Eastern Cape,C1140032,Urban,SGELN,8
Eastern Cape,C0620022,Urban,SGELN,8
Eastern Cape,C0460005,Urban,SGELN,8
Eastern Cape,C0640002,Urban,SGELN,8
Eastern Cape,C0340006,Urban,SGELN,8
Eastern Cape,C0460018,Urban,SGELN,8
Eastern Cape,C0240002,Urban,SGELN,8
Eastern Cape,C0840002,Urban,SGELN,8
Eastern Cape,C0620045,Urban,SGELN,8
Eastern Cape,C0790016,Urban,SGELN,8
Eastern Cape,C0380041,Urban,SGELN,8
Eastern Cape,C0910003,Urban,SGELN,8
Eastern Cape,C0930007,Urban,SGELN,8
Eastern Cape,C0930001,Urban,SGELN,8
Eastern Cape,C0590014,Urban,SGELN,8
Eastern Cape,C0340005,Urban,SGELN,8
Eastern Cape,C0160024,Urban,SGELN,8
Eastern Cape,C0790001,Urban,SGELN,8
Eastern Cape,C0470001,Urban,SGELN,8
Eastern Cape,C0270005,Urban,SGELN,8
Eastern Cape,C0160023,Urban,SGELN,8
Eastern Cape,C0270004,Urban,SGELN,8
Eastern Cape,C0510005,Urban,SGELN,8
Eastern Cape,C0730003,Urban,SGELN,8
Eastern Cape,C1030023,Urban,SGELN,8
Eastern Cape,C0250006,Urban,SGELN,8
Eastern Cape,C0700004,Urban,SGELN,8
Eastern Cape,C0380004,Urban,SGELN,8
Eastern Cape,C0620020,Urban,SGELN,8
Eastern Cape,C0930011,Urban,SGELN,8
Eastern Cape,C1140023,Urban,SGELN,8
Eastern Cape,C0710001,Urban,SGELN,8
Eastern Cape,C0590013,Urban,SGELN,8
Eastern Cape,C0460003,Urban,SGELN,8
Eastern Cape,C0160020,Urban,SGELN,8
Eastern Cape,C0130010,Urban,SGELN,8
Eastern Cape,C0200003,Urban,SGELN,8
Eastern Cape,C0290002,Urban,SGELN,8
Eastern Cape,C1140026,Urban,SGELN,8
Eastern Cape,C1140051,Urban,SGELN,8
Eastern Cape,C0750001,Urban,SGELN,8
Eastern Cape,C0670010,Urban,SGELN,8
Eastern Cape,C0230006,Urban,SGELN,8
Eastern Cape,C0230036,Urban,SGELN,8
Eastern Cape,C0270003,Urban,SGELN,8
Eastern Cape,C0230041,Urban,SGELN,8
Eastern Cape,C0230039,Urban,SGELN,8
Eastern Cape,C0790009,Urban,SGELN,8
Eastern Cape,C0230050,Urban,SGELN,8
Eastern Cape,C0380008,Urban,SGELN,8
Eastern Cape,C0130008,Urban,SGELN,8
Eastern Cape,C0710008,Urban,SGELN,8
Eastern Cape,C0760024,Urban,SGELN,8
Eastern Cape,C0510002,Urban,SGELN,8
Eastern Cape,C0130007,Urban,SGELN,8
Eastern Cape,C0910024,Urban,SGELN,8
Eastern Cape,C0380040,Urban,SGELN,8
Eastern Cape,C0250003,Urban,SGELN,8
Eastern Cape,C0900001,Urban,SGELN,8
Eastern Cape,C0760006,Urban,SGELN,8
Eastern Cape,C0160077,Urban,SGELN,8
Eastern Cape,C0670008,Urban,SGELN,8
Eastern Cape,C0670007,Urban,SGELN,8
Eastern Cape,C0620012,Urban,SGELN,8
Eastern Cape,C0910002,Urban,SGELN,8
Eastern Cape,C0230005,Urban,SGELN,8
Eastern Cape,C0930002,Urban,SGELN,8
Eastern Cape,C1140029,Urban,SGELN,8
Eastern Cape,C0760020,Urban,SGELN,8
Eastern Cape,C0250007,Urban,SGELN,8
Eastern Cape,C0620018,Urban,SGELN,8
Eastern Cape,C1130012,Urban,SGELN,8
Eastern Cape,C0620014,Urban,SGELN,8
Eastern Cape,C0790003,Urban,SGELN,8
Eastern Cape,C0380039,Urban,SGELN,8
Eastern Cape,C0240001,Urban,SGELN,8
Eastern Cape,C0580004,Urban,SGELN,8
Eastern Cape,C0380012,Urban,SGELN,8
Eastern Cape,C1140017,Urban,SGELN,8
Eastern Cape,C0230042,Urban,SGELN,8
Eastern Cape,C0670006,Urban,SGELN,8
Eastern Cape,C0580003,Urban,SGELN,8
Eastern Cape,C0780002,Urban,SGELN,8
Eastern Cape,C0230004,Urban,SGELN,8
Eastern Cape,C0160013,Urban,SGELN,8
Eastern Cape,C0780011,Urban,SGELN,8
Eastern Cape,C0380068,Urban,SGELN,8
Eastern Cape,C1030004,Urban,SGELN,8
Eastern Cape,C0380036,Urban,SGELN,8
Eastern Cape,C0380015,Urban,SGELN,8
Eastern Cape,C0190002,Urban,SGELN,8
Eastern Cape,C1140003,Urban,SGELN,8
Eastern Cape,C0670030,Urban,SGELN,8
Eastern Cape,C0760005,Urban,SGELN,8
Eastern Cape,C0590008,Urban,SGELN,8
Eastern Cape,C0670032,Urban,SGELN,8
Eastern Cape,C0130005,Urban,SGELN,8
Eastern Cape,C0850001,Urban,SGELN,8
Eastern Cape,C0350001,Urban,SGELN,8
Eastern Cape,C1120004,Urban,SGELN,8
Eastern Cape,C1140013,Urban,SGELN,8
Eastern Cape,C0160066,Urban,SGELN,8
Eastern Cape,C0760004,Urban,SGELN,8
Eastern Cape,C0220002,Urban,SGELN,8
Eastern Cape,C0590043,Urban,SGELN,8
Eastern Cape,C0160011,Urban,SGELN,8
Eastern Cape,C0930006,Urban,SGELN,8
Eastern Cape,C0760019,Urban,SGELN,8
Eastern Cape,C0760023,Urban,SGELN,8
Eastern Cape,C0160010,Urban,SGELN,8
Eastern Cape,C0340022,Urban,SGELN,8
Eastern Cape,C0200002,Urban,SGELN,8
Eastern Cape,C0930008,Urban,SGELN,8
Eastern Cape,C0200001,Urban,SGELN,8
Eastern Cape,C0620016,Urban,SGELN,8
Eastern Cape,C0230015,Urban,SGELN,8
Eastern Cape,C0190001,Urban,SGELN,8
Eastern Cape,C0180001,Urban,SGELN,8
Eastern Cape,C0160074,Urban,SGELN,8
Eastern Cape,C0340003,Urban,SGELN,8
Eastern Cape,C1100027,Urban,SGELN,8
Eastern Cape,C0130004,Urban,SGELN,8
Eastern Cape,C0910012,Urban,SGELN,8
Eastern Cape,C1140044,Urban,SGELN,8
Eastern Cape,C0380023,Urban,SGELN,8
Eastern Cape,C0910023,Urban,SGELN,8
Eastern Cape,C0380035,Urban,SGELN,8
Eastern Cape,C0390002,Urban,SGELN,8
Eastern Cape,C0380009,Urban,SGELN,8
Eastern Cape,C0620043,Urban,SGELN,8
Eastern Cape,C0670004,Urban,SGELN,8
Eastern Cape,C0160071,Urban,SGELN,8
Eastern Cape,C0910022,Urban,SGELN,8
Eastern Cape,C0130003,Urban,SGELN,8
Eastern Cape,C0730002,Urban,SGELN,8
Eastern Cape,C0910011,Urban,SGELN,8
Eastern Cape,C1170003,Urban,SGELN,8
Eastern Cape,C0760002,Urban,SGELN,8
Eastern Cape,C0160075,Urban,SGELN,8
Eastern Cape,C0590004,Urban,SGELN,8
Eastern Cape,C0250002,Urban,SGELN,8
Eastern Cape,C0270001,Urban,SGELN,8
Eastern Cape,C0860001,Urban,SGELN,8
Eastern Cape,C0160004,Urban,SGELN,8
Eastern Cape,C0160081,Urban,SGELN,8
Eastern Cape,C0660004,Urban,SGELN,8
Eastern Cape,C0380001,Urban,SGELN,8
Eastern Cape,C0390001,Urban,SGELN,8
Eastern Cape,C0160002,Urban,SGELN,8
Eastern Cape,C1170002,Urban,SGELN,8
Eastern Cape,C1170001,Urban,SGELN,8
Eastern Cape,C0100001,Urban,SGELN,8
Eastern Cape,C0230001,Urban,SGELN,8
Eastern Cape,C0590002,Urban,SGELN,8
Eastern Cape,C1140055,Urban,SGELN,8
Eastern Cape,C0060001,Urban,SGELN,8
Eastern Cape,C0160001,Urban,SGELN,8
Eastern Cape,C0700002,Urban,SGELN,8
Eastern Cape,C0380010,Urban,SGELN,8
Eastern Cape,C0550001,Urban,SGELN,8
Eastern Cape,C0580001,Urban,SGELN,8
Eastern Cape,C0790005,Urban,SGELN,8
Eastern Cape,C0650004,Urban,SGELN,8
Eastern Cape,C0380025,Urban,SGELN,8
Eastern Cape,C0620008,Urban,SGELN,8
Eastern Cape,C1140035,Urban,SGELN,8
Eastern Cape,C0790002,Urban,SGELN,8
Eastern Cape,C0590001,Urban,SGELN,8
Eastern Cape,C0040001,Urban,SGELN,8
Eastern Cape,C0110001,Urban,SGELN,8
Eastern Cape,C0910005,Urban,SGELN,8
Eastern Cape,C0290001,Urban,SGELN,8
Eastern Cape,C0250001,Urban,SGELN,8
Eastern Cape,C0760013,Urban,SGELN,8
Eastern Cape,C0010001,Urban,SGELN,8
Eastern Cape,C0460016,Urban,SGELN,8
Eastern Cape,C0890000,Rural,SGELN,8
Eastern Cape,C0830000,Rural,SGELN,8
Eastern Cape,C0790000,Rural,SGELN,8
Eastern Cape,C0780000,Rural,SGELN,8
Eastern Cape,C0770000,Rural,SGELN,8
Eastern Cape,C1090000,Rural,SGELN,8
Eastern Cape,C1070000,Rural,SGELN,8
Eastern Cape,C0690000,Rural,SGELN,8
Eastern Cape,C0670000,Rural,SGELN,8
Eastern Cape,C0900000,Rural,SGELN,8
Eastern Cape,C0650000,Rural,SGELN,8
